,40_45dBZ,45_50dBZ,50_55dBZ,55_60dBZ,60_65dBZ,65_70dBZ,70_75dBZ,75_80dBZ,80+dBZ,Date,Region,Time(UTC)
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 13:02:50
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 13:02:50
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 13:02:50
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 13:20:15
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 13:20:15
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 13:20:15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 13:37:42
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 13:37:42
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 13:37:42
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 13:55:06
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 13:55:06
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 13:55:06
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 14:12:35
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 14:12:35
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 14:12:35
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 14:30:03
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 14:30:03
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 14:30:03
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 14:47:22
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 14:47:22
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 14:47:22
0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 15:04:47
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 15:04:47
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 15:04:47
0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 15:22:13
1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 15:22:13
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 15:22:13
0,18.0,34.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 15:39:30
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 15:39:30
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 15:39:30
0,35.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 15:56:53
1,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 15:56:53
2,13.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 15:56:53
0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 16:14:13
1,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 16:14:13
2,17.0,46.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 16:14:13
0,72.0,65.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 16:31:38
1,66.0,62.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 16:31:38
2,7.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 16:31:38
0,78.0,84.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 16:49:00
1,150.0,170.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 16:49:00
2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 16:49:00
0,154.0,142.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 17:06:25
1,130.0,226.0,83.0,6.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 17:06:25
2,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 17:06:25
0,119.0,87.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 17:23:46
1,190.0,147.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 17:23:46
2,18.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 17:23:46
0,199.0,133.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 17:43:20
1,159.0,230.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 17:43:20
2,56.0,125.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 17:43:20
0,270.0,208.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 18:00:47
1,328.0,416.0,106.0,5.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 18:00:47
2,78.0,210.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 18:00:47
0,250.0,401.0,143.0,11.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 18:18:11
1,394.0,542.0,137.0,8.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 18:18:11
2,177.0,134.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 18:18:11
0,339.0,439.0,110.0,9.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 18:35:30
1,328.0,512.0,198.0,16.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 18:35:30
2,129.0,275.0,89.0,4.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 18:35:30
0,365.0,544.0,130.0,2.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 18:52:53
1,296.0,544.0,205.0,6.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 18:52:53
2,164.0,366.0,132.0,8.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 18:52:53
0,540.0,552.0,91.0,7.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 19:10:19
1,322.0,564.0,209.0,14.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 19:10:19
2,200.0,564.0,210.0,9.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 19:10:19
0,576.0,454.0,87.0,4.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 19:27:40
1,415.0,690.0,181.0,7.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 19:27:40
2,284.0,731.0,498.0,64.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 19:27:40
0,288.0,489.0,166.0,13.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 19:45:03
1,467.0,737.0,173.0,9.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 19:45:03
2,400.0,1073.0,474.0,6.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 19:45:03
0,301.0,381.0,66.0,3.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 20:02:23
1,454.0,737.0,170.0,11.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 20:02:23
2,701.0,1055.0,171.0,4.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 20:02:23
0,201.0,139.0,34.0,3.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 20:19:47
1,294.0,660.0,220.0,4.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 20:19:47
2,765.0,608.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 20:19:47
0,185.0,207.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 20:37:14
1,468.0,800.0,213.0,6.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 20:37:14
2,759.0,433.0,114.0,3.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 20:37:14
0,140.0,328.0,106.0,9.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 20:54:36
1,256.0,487.0,319.0,31.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 20:54:36
2,441.0,343.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 20:54:36
0,246.0,495.0,137.0,6.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 21:11:55
1,326.0,597.0,232.0,9.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 21:11:55
2,318.0,279.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 21:11:55
0,237.0,403.0,236.0,20.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 21:29:17
1,283.0,704.0,304.0,12.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 21:29:17
2,113.0,127.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 21:29:17
0,207.0,321.0,114.0,2.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 21:46:38
1,353.0,622.0,181.0,3.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 21:46:38
2,55.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 21:46:38
0,102.0,89.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 22:03:56
1,220.0,353.0,86.0,3.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 22:03:56
2,34.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 22:03:56
0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 22:21:20
1,212.0,321.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 22:21:20
2,20.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 22:21:20
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 22:38:42
1,248.0,441.0,125.0,2.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 22:38:42
2,24.0,32.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 22:38:42
0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 22:56:02
1,219.0,230.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 22:56:02
2,67.0,108.0,44.0,3.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 22:56:02
0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 23:13:22
1,114.0,95.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 23:13:22
2,35.0,43.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 23:13:22
0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 23:30:44
1,65.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 23:30:44
2,73.0,83.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 23:30:44
0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_1,2013-06-01 23:48:05
1,29.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_east_2,2013-06-01 23:48:05
2,68.0,146.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,01-Jun-2013,miami_west_1,2013-06-01 23:48:05
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 13:03:15
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 13:03:15
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 13:03:15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 13:20:35
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 13:20:35
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 13:20:35
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 13:37:59
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 13:37:59
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 13:37:59
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 13:55:28
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 13:55:28
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 13:55:28
0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 14:12:52
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 14:12:52
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 14:12:52
0,10.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 14:30:16
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 14:30:16
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 14:30:16
0,17.0,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 14:47:39
1,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 14:47:39
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 14:47:39
0,22.0,33.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 15:05:07
1,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 15:05:07
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 15:05:07
0,10.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 15:22:37
1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 15:22:37
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 15:22:37
0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 15:40:01
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 15:40:01
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 15:40:01
0,4.0,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 15:57:23
1,2.0,11.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 15:57:23
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 15:57:23
0,15.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 16:14:45
1,28.0,42.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 16:14:45
2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 16:14:45
0,17.0,35.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 16:32:11
1,35.0,55.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 16:32:11
2,6.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 16:32:11
0,39.0,58.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 16:49:36
1,27.0,59.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 16:49:36
2,18.0,32.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 16:49:36
0,50.0,72.0,26.0,3.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 17:06:59
1,7.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 17:06:59
2,31.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 17:06:59
0,37.0,52.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 17:24:23
1,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 17:24:23
2,71.0,98.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 17:24:23
0,86.0,141.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 17:41:43
1,18.0,44.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 17:41:43
2,109.0,141.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 17:41:43
0,105.0,155.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 18:01:15
1,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 18:01:15
2,169.0,185.0,69.0,3.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 18:01:15
0,131.0,158.0,74.0,3.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 18:18:42
1,7.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 18:18:42
2,178.0,235.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 18:18:42
0,172.0,344.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 18:36:05
1,37.0,43.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 18:36:05
2,188.0,169.0,45.0,4.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 18:36:05
0,174.0,216.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 18:53:29
1,35.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 18:53:29
2,160.0,265.0,57.0,7.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 18:53:29
0,137.0,201.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 19:10:50
1,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 19:10:50
2,107.0,115.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 19:10:50
0,199.0,348.0,114.0,2.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 19:28:13
1,50.0,90.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 19:28:13
2,41.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 19:28:13
0,228.0,329.0,213.0,42.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 19:45:34
1,138.0,205.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 19:45:34
2,11.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 19:45:34
0,315.0,575.0,139.0,4.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 20:02:56
1,208.0,407.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 20:02:56
2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 20:02:56
0,308.0,432.0,91.0,4.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 20:20:25
1,188.0,305.0,121.0,5.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 20:20:25
2,5.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 20:20:25
0,157.0,120.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 20:37:44
1,236.0,379.0,205.0,13.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 20:37:44
2,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 20:37:44
0,61.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 20:55:06
1,286.0,464.0,160.0,17.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 20:55:06
2,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 20:55:06
0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 21:12:31
1,260.0,521.0,155.0,22.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 21:12:31
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 21:12:31
0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 21:29:55
1,399.0,764.0,336.0,21.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 21:29:55
2,12.0,24.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 21:29:55
0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_1,2013-06-02 21:47:15
1,547.0,894.0,442.0,22.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_east_2,2013-06-02 21:47:15
2,58.0,97.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,02-Jun-2013,miami_west_1,2013-06-02 21:47:15
