,40_45dBZ,45_50dBZ,50_55dBZ,55_60dBZ,60_65dBZ,65_70dBZ,70_75dBZ,75_80dBZ,80+dBZ,Date,Region,Time(UTC)
1,37.0,37.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 16:12:08
2,20.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 16:12:08
0,81.0,89.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 16:29:33
1,50.0,74.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 16:29:33
2,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 16:29:33
0,70.0,109.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 16:46:56
1,61.0,122.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 16:46:56
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 16:46:56
0,78.0,118.0,61.0,22.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 17:04:20
1,109.0,227.0,89.0,6.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 17:04:20
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 17:04:20
0,88.0,155.0,90.0,5.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 17:21:43
1,224.0,367.0,132.0,8.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 17:21:43
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 17:21:43
0,134.0,214.0,81.0,12.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 17:39:07
1,173.0,324.0,106.0,5.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 17:39:07
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 17:39:07
0,104.0,150.0,147.0,38.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 17:56:31
1,153.0,244.0,119.0,11.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 17:56:31
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 17:56:31
0,79.0,141.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 18:13:53
1,201.0,222.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 18:13:53
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 18:13:53
0,117.0,93.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 18:31:16
1,110.0,243.0,98.0,3.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 18:31:16
2,7.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 18:31:16
0,35.0,107.0,99.0,4.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 18:48:35
1,73.0,104.0,95.0,54.0,3.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 18:48:35
2,24.0,31.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 18:48:35
0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 19:08:07
1,74.0,157.0,61.0,13.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 19:08:07
2,13.0,111.0,128.0,26.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 19:08:07
0,9.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 19:25:29
1,41.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 19:25:29
2,54.0,99.0,109.0,50.0,2.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 19:25:29
0,37.0,56.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 19:42:47
1,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 19:42:47
2,100.0,108.0,113.0,48.0,1.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 19:42:47
0,78.0,220.0,162.0,11.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 20:00:15
1,38.0,74.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 20:00:15
2,184.0,214.0,178.0,63.0,7.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 20:00:15
0,106.0,152.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 20:17:38
1,61.0,173.0,84.0,4.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 20:17:38
2,115.0,219.0,177.0,62.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 20:17:38
0,27.0,77.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 20:34:56
1,59.0,137.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 20:34:56
2,232.0,563.0,313.0,23.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 20:34:56
0,27.0,59.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 20:52:21
1,11.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 20:52:21
2,262.0,495.0,524.0,328.0,6.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 20:52:21
0,25.0,38.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 21:09:46
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 21:09:46
2,460.0,724.0,286.0,75.0,20.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 21:09:46
0,9.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 21:27:08
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 21:27:08
2,87.0,67.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 21:27:08
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 21:44:34
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 21:44:34
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 21:44:34
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 22:01:52
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 22:01:52
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 22:01:52
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 22:19:15
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 22:19:15
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 22:19:15
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 22:36:40
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 22:36:40
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 22:36:40
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 22:54:02
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 22:54:02
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 22:54:02
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 23:11:22
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 23:11:22
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 23:11:22
0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 23:28:52
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 23:28:52
2,33.0,58.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 23:28:52
0,3.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_1,2013-06-13 23:46:18
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_east_2,2013-06-13 23:46:18
2,29.0,61.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,13-Jun-2013,miami_west_1,2013-06-13 23:46:18
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 13:03:11
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 13:03:11
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 13:03:11
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 13:20:41
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 13:20:41
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 13:20:41
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 13:38:06
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 13:38:06
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 13:38:06
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 13:55:31
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 13:55:31
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 13:55:31
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 14:12:53
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 14:12:53
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 14:12:53
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 14:30:19
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 14:30:19
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 14:30:19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 14:47:41
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 14:47:41
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 14:47:41
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 15:05:08
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 15:05:08
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 15:05:08
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 15:22:33
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 15:22:33
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 15:22:33
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 15:39:55
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 15:39:55
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 15:39:55
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 15:57:19
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 15:57:19
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 15:57:19
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 16:14:44
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 16:14:44
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 16:14:44
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 16:32:10
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 16:32:10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 16:32:10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 16:49:28
1,17.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 16:49:28
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 16:49:28
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 17:06:55
1,16.0,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 17:06:55
2,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 17:06:55
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 17:24:13
1,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 17:24:13
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 17:24:13
0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 17:41:42
1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 17:41:42
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 17:41:42
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 17:59:06
1,3.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 17:59:06
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 17:59:06
0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 18:16:29
1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 18:16:29
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 18:16:29
0,23.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 18:33:49
1,13.0,51.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 18:33:49
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 18:33:49
0,13.0,38.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 18:51:10
1,84.0,151.0,85.0,10.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 18:51:10
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 18:51:10
0,16.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 19:10:36
1,139.0,160.0,98.0,37.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 19:10:36
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 19:10:36
0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 19:28:04
1,143.0,426.0,272.0,33.0,2.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 19:28:04
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 19:28:04
0,31.0,86.0,64.0,2.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 19:45:28
1,172.0,342.0,245.0,37.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 19:45:28
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 19:45:28
0,171.0,380.0,236.0,21.0,1.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 20:02:51
1,126.0,160.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 20:02:51
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 20:02:51
0,125.0,246.0,125.0,7.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 20:20:12
1,31.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 20:20:12
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 20:20:12
0,102.0,248.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 20:37:37
1,26.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 20:37:37
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 20:37:37
0,30.0,70.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 20:55:02
1,51.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 20:55:02
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 20:55:02
0,84.0,166.0,66.0,2.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 21:12:18
1,97.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 21:12:18
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 21:12:18
0,110.0,228.0,76.0,7.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 21:29:34
1,15.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 21:29:34
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 21:29:34
0,203.0,427.0,207.0,2.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 21:46:59
1,77.0,135.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 21:46:59
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 21:46:59
0,233.0,376.0,143.0,29.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 22:04:20
1,106.0,327.0,269.0,15.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 22:04:20
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 22:04:20
0,171.0,214.0,95.0,11.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 22:21:39
1,123.0,376.0,403.0,23.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 22:21:39
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 22:21:39
0,252.0,446.0,158.0,7.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 22:38:55
1,379.0,488.0,205.0,20.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 22:38:55
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 22:38:55
0,163.0,340.0,164.0,2.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 22:56:15
1,132.0,170.0,52.0,5.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 22:56:15
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 22:56:15
0,120.0,82.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 23:13:34
1,19.0,36.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 23:13:34
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 23:13:34
0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 23:31:00
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 23:31:00
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 23:31:00
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_1,2013-06-14 23:48:21
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_east_2,2013-06-14 23:48:21
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14-Jun-2013,miami_west_1,2013-06-14 23:48:21
